行番号,,会社名,会社HP・URL,問い合わせフォームURL,送信成功,手動送信,取得日,手動送信,担当者名,事務備考,ステータス,結果区分,結果詳細,実行日
106,A,株式会社ジャンボ,https://jambo-support.com/,https://jambo-support.com/contact/,不明,不明,2026-08-18,,,,,第二新卒歓迎・経験0からマーケターへ・SNS運用・デザイン制作に挑戦 / 第二新卒歓迎・経験0からマーケターへ・SNS運用・デザイン制作に挑戦／モバイル／アプリサービス / 第二新卒歓迎!経験0からマーケターへ!SNS運用・デザイン制作に挑戦,同日3求人,,Meta広告運用/SNS運用/TikTok広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
107,A,株式会社PTW,https://www.ptw.inc/,https://www.ptw.inc/contact/corporate/,不明,不明,2026-08-18,,,,,Webマーケター 未経験歓迎!／得意なことに特化して稼ごう!／SNS運用orSEO記事作成から選べる,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
108,A,Life Biz株式会社,https://www.life-biz.com/,https://www.life-biz.com/contact,不明,不明,2026-08-18,,,,,SNSマーケター 動画クリエイター・SNS運用 未経験歓迎,管理職,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
109,B,株式会社enrich technology,https://enrich-tech.site/,https://enrich-tech.site/contact,不明,不明,2026-08-18,,,,,ゲームSNS運用スタッフ／投稿作成・コメント確認／未経験歓迎／週休2日制・月40万以上可 / 「新卒・スピード内定」Instagram運用・EC制作スタッフ／昇給賞与あり／手厚い研修あり,同日2求人・急募,,Instagram運用/SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
110,A,株式会社GOODLIFE,https://go0dlife.co.jp/,https://go0dlife.co.jp/contact/,不明,不明,2026-08-18,,,,,SNS運用担当者／Webマーケティング・ネット広告,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
111,B,グリーンカプセルコーポレーション株式会社,https://www.greencapsule.jp/,https://corp.greencapsule.jp/contact/,不明,不明,2026-08-18,,,,,SNS運用／未経験・ブランクOK／残業ほぼナシ×年間休日120日でプラ...,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
112,B,株式会社リンクサポート,https://linksupport.biz/,https://linksupport.biz/contact.html,不明,不明,2026-08-18,,,,,デイサービスの生活相談員／生活相談員／利用者様の「楽しかった」が直に聞ける!SNS運用などアイデアも...,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
113,B,ゼロプライド株式会社,https://z-pride.co.jp/,https://z-pride.co.jp/contact/,不明,不明,2026-08-18,,,,,SNS運用スタッフ 未経験歓迎 フルリモート可／残業ほぼなし,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
114,B,株式会社ULTI-ME,https://ulti-me.ltd/,https://ulti-me.ltd/contact/,不明,不明,2026-08-18,,,,,SNS運用スタッフ 未経験歓迎／フルリモート可／残業ほぼなし,増員・管理職,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
115,B,株式会社ストリーム,https://www.stream-jp.com/,https://www.stream-jp.com/contact/,不明,不明,2026-08-18,,,,,「SNS運用担当自社EC」戦略立案〜撮影・分析まで一気通貫でお任せ,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
116,B,株式会社ディンプル,https://www.dimples.co.jp/,https://www.dimples.co.jp/client/contact/,不明,不明,2026-08-18,,,,,ジュエリー販売・SNS運用のお仕事! ARTA OUD／ジュエリー販売,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
117,B,株式会社Graver,https://graver.jp/,https://graver.jp/contact/,不明,不明,2026-08-18,,,,,SNS運用スタッフ,急募・管理職,,Instagram広告運用/SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
118,S,株式会社DEAP,https://deap.co.jp/,https://deap.co.jp/contact/,不明,不明,2026-08-18,,,,,SNS運用スタッフ／創業2年／土日祝休 / 300万円～1億円規模の広告運用をあなたに託します,同日2求人・予算規模記載,,SNS運用/広告運用
119,A,ブランシェス株式会社,https://www.branshes.jp/,https://www.branshes.jp/contact/,customer@branshes.co.jp,不明,2026-08-18,,,,,PR SNS運用 スタッフ / 裁量大 キッズアパレルSNS運用 Instagram中心・PR担当,同日2求人,,Instagram運用/SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
120,B,クリアル株式会社,https://corp.creal.jp/,https://corp.creal.jp/en/contacts/,不明,不明,2026-08-18,,,,,SNS運用「メンバー候補」／インターネット／Webサービス・ASP,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
121,B,株式会社ANV,https://anv.co.jp/,https://anv-corporate.vercel.app/contact,info@anv.co.jp,不明,2026-08-18,,,,,SNS運用スタッフ 未経験歓迎 在宅勤務可／年休120日／土日祝休 / 採用担当 未経験歓迎 土日祝休／年休120日／リモートワーク可／残業月10h／カスタマイズ研修あり,同日2求人,,SNSディレクター/SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
122,B,ブランドショップ よちか 京都本店,https://www.yochika.com/,https://yochika.kyoto/contact/,不明,不明,2026-08-18,,,,,ハイブランドのSNS運用・マーケティング,増員,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
123,B,富士巧芸社,https://www.fujikoogei.co.jp/,https://www.fujikoogei.co.jp/contact.html,info@fujikoogei.co.jp,不明,2026-08-18,,,,,SNS運用スタッフ,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
124,B,大地みらい信用金庫,https://www.daichimirai.co.jp/,https://www.daichimirai.co.jp/contact.html,不明,不明,2026-08-18,,,,,新規立ち上げ部門で活躍地域振興の「SNS運用職」UIターン歓迎,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
125,B,株式会社メディカルハンズ,https://www.medical-hands.net/,https://www.medical-hands.net/contact/,不明,不明,2026-08-18,,,,,年収440万円も可能!美容クリニックの専属広報・SNS運用担当,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
126,B,株式会社MediE,https://medie.site/,https://medie.site/contact/,不明,不明,2026-08-18,,,,,SNS運用や動画編集など幅広く活躍しませんか,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
127,B,株式会社ライズクリエイション,https://risecreation.jp/,https://risecreation.jp/inquiry/,不明,不明,2026-08-18,,,,,未経験歓迎企画から分析まで担う「SNS運用」,,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
128,B,株式会社SWETH,https://sweth0801.com/,https://sweth0801.com/%E3%81%8A%E5%95%8F%E3%81%84%E5%90%88%E3%82%8F%E3%81%9B/,不明,不明,2026-08-18,,,,,SNS運用担当 ベンチャー企業のマーケティング業務 未経験OK,急募・管理職,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
129,B,株式会社Fortisio,https://www.fortisio.jp/,https://www.fortisio.jp/contact/,不明,不明,2026-08-18,,,,,SNS運用・広報スタッフ／残業ナシ,管理職,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
130,B,株式会社minima.,https://minima-co.jp/,https://minima-co.jp/contact,不明,不明,2026-08-18,,,,,未経験でもOK!SNS運用スタッフ／リモートOK／ワークライフバランス...,管理職,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
131,A,おうちタウン セイコー不動産,https://iiouti.com/,https://iiouti.com/contact/,不明,不明,2026-08-18,,,,,未経験歓迎のWebマーケティング・SNS運用スタッフ,急募,,SNS運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
132,S,スリーカウント株式会社 求人採用サイト,https://www.three-count.jp/,https://www.three-count.jp/inquiry/,不明,不明,2026-08-18,,,,,浜松勤務WEB広告・SNS広告の運用担当者／年間休日125日以上 / 浜松勤務求人の問題解決となるIndeed、InstagramなどのWE... / 浜松勤務求人の問題解決となるIndeed、InstagramなどのWEB広告運用者,同日3求人,,Instagram広告運用/LINE広告運用/SNS広告運用/広告運用
133,A,株式会社ビスカス,https://www.viscas.co.jp/,https://www.viscas.co.jp/contact/,不明,不明,2026-08-18,,,,,「東京」マーケティング戦略担当／WEB集客・SNS広告運用 / 「東京」マーケティング戦略担当／税理士紹介サービスのWEB集客・SNS広告運用,同日2求人,,SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
134,A,株式会社からくさ,https://karakusa-inc.jp/,https://karakusa-inc.jp/contact/,不明,不明,2026-08-18,,,,,アパレルSNS広告運用スタッフ／有名人コラボあり／少数精鋭 / アパレルSNSマーケティング／有名人コラボあり／少数精鋭,同日2求人,,SNSマーケティング/SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
135,A,株式会社Remind,https://remind-gr.co.jp,https://remind-gr.co.jp/お問い合わせ/,komura@remind-gr.co.jp,不明,2026-08-18,,,,,WEBマーケティング 未経験者歓迎 広告運用／SNS運用／データ分析な...,,,SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
136,A,株式会社ビートソニック,https://www.beatsonic.co.jp/,https://corp.beatsonic.co.jp/contact/index.html,不明,不明,2026-08-18,,,,,SNS運用・WEB広告の経験が活かせるマーケティング職 年間休日120... / EC運営の経験を、グローバル市場で活かしませんか? 越境EC担当／完全土日祝休,同日2求人,,Meta広告運用/SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
137,B,株式会社free mova,https://freemova.com/,https://freemova.com/contact/,不明,不明,2026-08-18,,,,,「東京」CMG営業／1GRN／人材サービス「紹介／教育／研修」 / 総合職 未経験歓迎 年休最大130日／昇給・賞与2回／SNSマーケ,同日2求人・管理職,,SNSマーケティング/SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
138,A,株式会社Forest Dali,https://forestdali.co.jp/,https://forestdali.co.jp/contact/,不明,不明,2026-08-18,,,,,予算運用経験者／Webマーケター／Webマーケティング・ネット広告,急募・増員,,SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
139,A,トライアドジャパン株式会社,https://www.triad-j.co.jp/,https://www.triad-j.co.jp/contact_renew/,不明,不明,2026-08-18,,,,,WEBサイト・SNS広告運用／新薬の治験参加者募集業務 / 茅場町／在宅併用可／WEBサイト・SNS広告運用 新薬開発の治験事業,同日2求人,,SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
140,A,株式会社高翔,https://takasho.net/,https://takasho.net/contact/,不明,不明,2026-08-18,,,,,兵庫／マーケティング／Web、SNS広告運用,,,SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
141,A,株式会社グローブリッジ,https://www.globridge.co.jp/,https://www.globridge.co.jp/contact-2/,不明,不明,2026-08-18,,,,,社内SNSや広告運用!福祉業界に携わりたい方・貢献したい募集,,,SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
142,A,株式会社アワバリュー,https://ourvalue.jp/,https://premiervalue.jp/contact-page/,不明,不明,2026-08-18,,,,,銀座／Web広告運用・マーケ デジタル広告・SNS運用／IPO準備中の...,,,SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
143,A,株式会社MBKデジタル,https://mbk-digital.co.jp/,https://hogetic-lab.com/contact/,不明,不明,2026-08-18,,,,,LINEマーケティング運用／ITコンサルティング,急募,,SNS広告運用/X広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
144,S,株式会社Oxxx,https://oxxx.co.jp/,https://oxxx.co.jp/ec/contact,不明,不明,2026-08-18,,,,,福岡／第二新卒歓迎／Webマーケティング SNS／広告運用 / 福岡／Webマーケティング／SNS／広告運用 / 福岡／第二新卒歓迎／Webマーケティング SNS／広告運用／急成長D2Cブランド IPO準備中,同日3求人,,SNS広告運用/TikTok広告運用
145,A,株式会社常陽銀行,https://www.joyobank.co.jp,https://www.joyobank.co.jp/contact/,不明,不明,2026-08-18,,,,,銀行本社でネット広告運用 SNS管理 年収660万円～,,,SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
146,A,株式会社イリアル,https://ereal.co.jp/,https://ereal.co.jp/contact/,不明,不明,2026-08-18,,,,,デジタルメディア運用リーダー候補 SNSやWeb広告運用の戦略立案／独立系のプロモーション企業,管理職,,SNS広告運用,一括スイープ(求人ボックス・24h制限なし)。種別/勤務地は未取得
